Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
AgentLink News;;;Journal;Katedra;;;KAT-JRNL-0001;;;1. vydání;;;GB;1465-3842;11,12,13;;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Information Theory Vol.11;;;Journal;Katedra;;;KAT-JRNL-0002;;;;1965;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9448;1-4;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Information Theory Vol.14;;;Journal;Katedra;;;KAT-JRNL-0003;;;;1968;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9448;2;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.005;;;Journal;Katedra;;;KAT-JRNL-0004;;;;1973;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-4;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.006;;;Journal;Katedra;;;KAT-JRNL-0005;;;;1974;Elsevier Science Publishing Co.;Great Britain;0031-3203;3/4;6;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial intelligence Vol.005, no. 4;;;Journal;Katedra;;760424;KAT-JRNL-0006;;;;1974;Elsevier Science Publishing Co.;Scotland;;4;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial intelligence Vol.005, no. 3;;;Journal;Katedra;;760423;KAT-JRNL-0007;;;;1974;Elsevier Science Publishing Co.;Scotland;;3;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial intelligence Vol.005, no. 2;;;Journal;Katedra;;760422;KAT-JRNL-0008;;;;1974;Elsevier Science Publishing Co.;Scotland;;2;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial intelligence Vol.005, no. 1;;;Journal;Katedra;;760421;KAT-JRNL-0009;;;;1974;Elsevier Science Publishing Co.;Scotland;;1;5;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.007;;;Journal;Katedra;;;KAT-JRNL-0010;;;;1975;Elsevier Science Publishing Co.;Great Britain;0031-3203;1,2,4;7;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.008;;;Journal;Katedra;;769602;KAT-JRNL-0011;;;;1976;Elsevier Science Publishing Co.;Great Britain;0031-3203;2-4;8;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.009;;;Journal;Katedra;;7710285;KAT-JRNL-0012;;;;1977;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-4;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.009;;;Journal;Katedra;;;KAT-JRNL-0013;;;;1977;Elsevier Science Publishing Co.;The Netherlands;0004-3702;2;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.010;;;Journal;Katedra;;7810734;KAT-JRNL-0014;;;;1978;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.08;;;Journal;Katedra;;7810742;KAT-JRNL-0015;;;;1978;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;2,7,10-12;8;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.11;;;Journal;Katedra;;7911323;KAT-JRNL-0016;;;;1979;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.09;;;Journal;Katedra;;7911331;KAT-JRNL-0017;;;;1979;The Institute of Electrical and Electronics Engineers (IEEE);USA;001/-9472;1-12;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.12;;;Journal;Katedra;;8011448;KAT-JRNL-0018;;;;1980;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.10;;;Journal;Katedra;;8011456;KAT-JRNL-0019;;;;1980;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;1,2,3,4,5,8,9,10,12;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.014;;;Journal;Katedra;;;KAT-JRNL-0020;;;;1980;Elsevier Science Publishing Co.;The Netherlands;0004-3702;2;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.13;;;Journal;Katedra;;8111899;KAT-JRNL-0021;;;;1981;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;13;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.11;;;Journal;Katedra;;8111903;KAT-JRNL-0022;;;;1981;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;2-7,9-12;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.15;;;Journal;Katedra;;8212352;KAT-JRNL-0023;;;;1982;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;15;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.12;;;Journal;Katedra;;8212358;KAT-JRNL-0024;;;;1982;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;1,3,4,5,6;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.019;;;Journal;Katedra;;;KAT-JRNL-0025;;;;1982;Elsevier Science Publishing Co.;The Netherlands;0004-3702;2;19;;0,00 Kč;;pozn;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.16;;;Journal;Katedra;;8312763;KAT-JRNL-0026;;;;1983;Elsevier Science Publishing Co.;Great Britatin;0031-3203;1-6;16;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.020;;;Journal;Katedra;;;KAT-JRNL-0027;;;;1983;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1;20;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.17;;;Journal;Katedra;;8413172;KAT-JRNL-0028;;;;1984;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;17;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.18;;;Journal;Katedra;;8513598;KAT-JRNL-0029;;;;1985;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;18;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.025;;;Journal;Katedra;;;KAT-JRNL-0030;;;;1985;Elsevier Science Publishing Co.;The Netherlands;0004-3702;2;25;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.19;;;Journal;Katedra;;8614198;KAT-JRNL-0031;;;;1986;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;19;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.029;;;Journal;Katedra;;;KAT-JRNL-0032;;;;1986;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;29;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.20;;;Journal;Katedra;;8714545;KAT-JRNL-0033;;;;1987;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;20;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.032;;;Journal;Katedra;;;KAT-JRNL-0034;;;;1987;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,3;32;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.21;;;Journal;Katedra;;8814887;KAT-JRNL-0035;;;;1988;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.18;;;Journal;Katedra;;8814886;KAT-JRNL-0036;;;;1988;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;1-6;18;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.036;;;Journal;Katedra;;8814889;KAT-JRNL-0037;;;;1988;Elsevier Science Publishing Co.;Scotland;0004-3702;1-3;36;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.035;;;Journal;Katedra;;;KAT-JRNL-0038;;;;1988;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-3;35;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.034;;;Journal;Katedra;;;KAT-JRNL-0039;;;;1988;Elsevier Science Publishing Co.;The Netherlands;0004-3702;2,3;34;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.22;;;Journal;Katedra;;8915283;KAT-JRNL-0040;;;;1989;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-6;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics Vol.19;;;Journal;Katedra;;8915289;KAT-JRNL-0041;;;;1989;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9472;1-6;19;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.041;;;Journal;Katedra;;8915287;KAT-JRNL-0042;;;;1989;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-3;41;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.040;;;Journal;Katedra;;8915286;KAT-JRNL-0043;;;;1989;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-3;40;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.039;;;Journal;Katedra;;8915285;KAT-JRNL-0044;;;;1989;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-3;39;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.038;;;Journal;Katedra;;8915284;KAT-JRNL-0045;;;;1989;Elsevier Science Publishing Co.;Scotland;0004-3702;1-3;38;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.23;;;Journal;Katedra;;9015780;KAT-JRNL-0046;;;;1990;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-12;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol. 21;;;Journal;Katedra;;9015591;KAT-JRNL-0047;;;;1990;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.26;;;Journal;Katedra;;;KAT-JRNL-0048;;;;1990;ÚTIA, Praha;Praha;0023-5954;1-6;26;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
