Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
Artificial Intelligence in Medicine Vol.26;;;Journal;Katedra;;;KAT-JRNL-0402;;;;2002;Elsevier Science Publishing Co.;GB;0933-3657;1,2;26;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.25;;;Journal;Katedra;;;KAT-JRNL-0403;;;1. vydání;2002;Elsevier Science Publishing Co.;GB;0933-3657;1,3;25;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.24;;;Journal;Katedra;;;KAT-JRNL-0404;;;1. vydání;2002;Elsevier Science Publishing Co.;Netherlands;0933-3657;1,2,3;24;;;;;;VOLNÁ;;;;;;;;;;
ÖGAI Vol.22;;;Journal;Katedra;;;KAT-JRNL-0405;;;1. vydání;2003;ÖGAI;GE;0254-4326;1;22;;;;;;VOLNÁ;;;;;;;;;;
Softwarové noviny, roč. 14;;;Journal;Katedra;660831;240624;KAT-JRNL-0406;BC000206858-000030;;;2003;Softwarové noviny,spol. s r.o.,Praha;ČR;1210-8472;1**,2*,3,4,5,6,7,8,9,10,11,12;14;;600,00 Kč;;** = speciální příloha, * = včetně CD;;VOLNÁ;;;;;;;;;;
Sdělovací technika;;;Journal;Katedra;;;KAT-JRNL-0407;;36;1. vydání;2003;RNDr. Petr Bene;CZ;0036-9942;6,7;;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.36;;;Journal;Katedra;661090;240536;KAT-JRNL-0408;BC000206016-000010;;;2003;Pattern Recognition;USA;0031-3203;1,2,3,4,5,6,7,8,9,10,12;36;;70796,00 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.34;;;Journal;Katedra;660710;240632;KAT-JRNL-0409;BC000206863-000020;;1. vydání;2003;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;2,3,5-6, 8;34;;528,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.39;;;Journal;Katedra;660707;240616;KAT-JRNL-0410;BC000206852-000020;;1. vydání;2003;ÚTIA, Praha;CZ;0023-5954;2x 1,2,3,4, 5,6;39;;780,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.26;;;Journal;Katedra;;;KAT-JRNL-0411;;;1. vydání;2003;Academic Press;USA;1084-8045;2,3;26;;;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.54;;;Journal;Katedra;;;KAT-JRNL-0412;;;1. vydání;2003;FEI STU Bratislava;SR;1335-3632;1-2,3-4,5-6,7-8,9-10,11-12;54;;;;;;VOLNÁ;;;;;;;;;;
Journal of Applied Systems Studies (JASS) Vol.4;;;Journal;Katedra;;;KAT-JRNL-0413;;;;2003;Cambridge Inter. Science Publishing;GB;1466-7738;;4;;;;;;VOLNÁ;;;;;;;;;;
Journal of Applied Logic;;;Journal;Katedra;;;KAT-JRNL-0414;;;1. vydání;2003;Elsevier Science Publishing Co.;GB;1570-8683;3-4, 5-6;1;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.72;;;Journal;Katedra;;;KAT-JRNL-0415;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;1386-5056;1-3;72;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.71;;;Journal;Katedra;;;KAT-JRNL-0416;;;;2003;Elsevier Science Publishing Co.;USA;1386-5056;1,2,3;71;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.69;;;Journal;Katedra;;;KAT-JRNL-0417;;;;2003;Elsevier Science Publishing Co.;USA;1386-5056;1;69;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics;;;Journal;Katedra;;;KAT-JRNL-0418;;;;2003;Elsevier Science Publishing Co.;USA;;69;1;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics;;;Journal;Katedra;;;KAT-JRNL-0419;;;;2003;Elsevier Science Publishing Co.;USA;;;1;;;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.27;;;Journal;Katedra;;;KAT-JRNL-0420;;;1. vydání;2003;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,3,4;27;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Mobile Computing Vol.2;;;Journal;Katedra;;;KAT-JRNL-0421;;;1. vydání;2003;IEEE Computer Society;USA;1536-1233;1;2;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.33;;;Journal;Katedra;;;KAT-JRNL-0422;;;;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;2;33;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.40;;;Journal;Katedra;;;KAT-JRNL-0423;;;;2003;IEEE Computer Society;USA;0018-9235;1,2,3,4,5,6,7,8,9,10,11,12;40;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pervasive Computing Mobile and Ubiquitous System Vol.2;;;Journal;Katedra;;;KAT-JRNL-0424;;;1. vydání;2003;IEEE Computer Society;USA;1536-1268;1,2,3,4;2;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.25 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0425;;;;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1,6,7,10,12;25;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks,Vol. 14, sada 1;;;Journal;Katedra;;;KAT-JRNL-0426;;;1. vydání;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1,2,3,4;14;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineering Vol.15;;;Journal;Katedra;;;KAT-JRNL-0427;;;;2003;IEEE Computer Society;USA;1041-4347;1,2,4,5,6;15;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.07;;;Journal;Katedra;;;KAT-JRNL-0428;;;;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1,2,3,4, 5, 6;7;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.18;;;Journal;Katedra;;;KAT-JRNL-0429;;;1. vydání;2003;IEEE Computer Society;USA;1094-7167;1,2,3, 5,6;18;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.7;;;Journal;Katedra;;;KAT-JRNL-0430;;;1. vydání;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1,2,3,4,5,6;7;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.50;;;Journal;Katedra;;;KAT-JRNL-0431;;;1. vydání;2003;IEEE Computer Society;USA;0018-9391;1,2,3;50;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.31;;;Journal;Katedra;;;KAT-JRNL-0432;;;1. vydání;2003;IEEE Computer Society;USA;0360-8581;1,2,3,4;31;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Biomedical Engineering Vol.50;;;Journal;Katedra;;;KAT-JRNL-0433;;;1. vydání;2003;IEEE Computer Society;USA;0018-9294;7;50;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part C (Applications and Reviews),Vol. 33;;;Journal;Katedra;;;KAT-JRNL-0434;;;1. vydání;2003;IEEE Computer Society;USA;1094-6977;1,2;33;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 33;;;Journal;Katedra;;;KAT-JRNL-0435;;;;2003;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1,2,3,4,5,6,7,8;33;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.22;;;Journal;Katedra;660593;251563;KAT-JRNL-0436;660780-240;;;2003;Slovak Academic Press;SR;1335-9150;1,2,3-4,5,6;22;;;;;;VOLNÁ;;;;;;;;;;
Computer Vol.36;;;Journal;Katedra;;;KAT-JRNL-0437;;;;2003;IEEE Computer Society;USA;0018-9162;1,2,3,4,5,6,7,8,9,10,11,12;36;;;;;;VOLNÁ;;;;;;;;;;
Autonomous Agents and Multi-Agent Systems Vol.7;;;Journal;Katedra;;;KAT-JRNL-0438;;;;2003;Kluwer Academic / Plenum Publishers, New York;USA;1387-2532;1,2,3;7;;;;2x;;VOLNÁ;;;;;;;;;;
Autonomous Agents and Multi-Agent Systems Vol.6;;;Journal;Katedra;;;KAT-JRNL-0439;;;1. vydání;2003;Kluwer Academic / Plenum Publishers, New York;USA;1387-2532;1,2,3;6;;;;;;VOLNÁ;;;;;;;;;;
Automa;;;Journal;Katedra;;;KAT-JRNL-0440;;;;2003;FCC Public, s.r.o.;ČR;1210-9592;1,2,3,4,5,6,7,8-9,10,11,12;9;;;;4x;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 145;;;Journal;Katedra;;;KAT-JRNL-0441;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;145;;;;april 2003;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 144;;;Journal;Katedra;;;KAT-JRNL-0442;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;144;;;;march 2003;;VOLNÁ;;;;;;;;;;
Artificial Intelligence, Volume 143;;;Journal;Katedra;;;KAT-JRNL-0443;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;143;;;;january 2003, february 2003;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.151;;;Journal;Katedra;;;KAT-JRNL-0444;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;151;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.150;;;Journal;Katedra;;;KAT-JRNL-0445;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;150;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.149;;;Journal;Katedra;;;KAT-JRNL-0446;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;149;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.148;;;Journal;Katedra;;;KAT-JRNL-0447;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;148;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.147;;;Journal;Katedra;;;KAT-JRNL-0448;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;147;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.146;;;Journal;Katedra;;;KAT-JRNL-0449;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;146;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.29;;;Journal;Katedra;;;KAT-JRNL-0450;;;1. vydání;2003;Elsevier Science Publishing Co.;USA;0933-3657;1,2,3;29;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.28;;;Journal;Katedra;;;KAT-JRNL-0451;;;1. vydání;2003;Elsevier Science Publishing Co.;Netherlands;0933-3657;1,2,3;28;;;;;;VOLNÁ;;;;;;;;;;
Softwarové noviny, roč. 15;;;Journal;Katedra;660831;251469;KAT-JRNL-0452;660831-2480;;;2004;Softwarové noviny,spol. s r.o.,Praha;CZ;1210-8472;1,2,3,4,5,6,7,8,9,10,11,12;15;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.291;;;Journal;Katedra;661025;251623;KAT-JRNL-0453;661025-900;;1. vydání;2004;Scientific American;USA;0036-8733;1,5,6,7,8,9,10,11,12;291;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.290;;;Journal;Katedra;661025;251528;KAT-JRNL-0454;661025-880;;1. vydání;2004;Scientific American;USA;0036-8733;1,2,3,4,5,6,7,8,9,10,11,12;290;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.37;;;Journal;Katedra;661090;251619;KAT-JRNL-0455;206016-160;;1. vydání;2004;Elsevier Science Publishing Co.;GB;0031-3203;1,2,3,4,5,6,7,8,9,10,11,12;37;;;;;;VOLNÁ;;;;;;;;;;
Neural Network World,Vol.14;Novák, M.;;Journal;Katedra;;;KAT-JRNL-0456;;;;2004;ČVUT Praha - FEL;ČR;1210-0552;;14;;;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.35;;;Journal;Katedra;660710;251442;KAT-JRNL-0457;660710-140;;1. vydání;2004;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1,2,3,6;35;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.40;;;Journal;Katedra;660707;251440;KAT-JRNL-0458;660707-380;;;2004;ÚTIA, Praha;CZ;0023-5954;1,2,3,4,5,6;40;;;;2x 1,2,3,4,5,6;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.55;;;Journal;Katedra;;;KAT-JRNL-0459;;;1. vydání;2004;Slovak Academic Press;SR;1335-3632;1-2,5-6, 7-8,9-10,11-12;55;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.73;;;Journal;Katedra;597571;270476;KAT-JRNL-0460;597571-100;;1. vydání;2004;Elsevier Science Publishing Co.;Ireland;1386-5056;1,2,3,4,5,6,7-8, 11-12;73;;55900 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.28;;;Journal;Katedra;;;KAT-JRNL-0461;;;1. vydání;2004;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,3,4;28;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.34;;;Journal;Katedra;;;KAT-JRNL-0462;;;1. vydání;2004;IEEE Computer Society;USA;1083-4427;3,5,6;34;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.41;;;Journal;Katedra;;;KAT-JRNL-0463;;;1. vydání;2004;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1,2,3,4,6,7,8,9,10,11;41;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pervasive Computing Mobile and Ubiquitous System Vol.3;;;Journal;Katedra;;;KAT-JRNL-0464;;;1. vydání;2004;IEEE Computer Society;USA;1536-1268;1,2,3,4;3;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks,Vol. 15;;;Journal;Katedra;;;KAT-JRNL-0465;;;1. vydání;2004;IEEE Computer Society;USA;1045-9227;5,6;15;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineering Vol.16;;;Journal;Katedra;;;KAT-JRNL-0466;;;;2004;IEEE Computer Society;USA;1041-4347;1,2,3,4,5,6,7,8,9,10,11,12;16;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.08;;;Journal;Katedra;;;KAT-JRNL-0467;;;;2004;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1,2,3,4,5,6;8;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.19;;;Journal;Katedra;;;KAT-JRNL-0468;;;;2004;IEEE Computer Society;USA;1541-1672;1,2,5,6;19;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.8;;;Journal;Katedra;;;KAT-JRNL-0469;;;1. vydání;2004;IEEE Computer Society;USA;1089-778X;4,5,6;8;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering in Medicine and Biology Vol.23;;;Journal;Katedra;;;KAT-JRNL-0470;;;;2004;IEEE Computer Society;USA;0739-5175;6;23;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.51;;;Journal;Katedra;;;KAT-JRNL-0471;;;1. vydání;2004;IEEE Computer Society;USA;0018-9391;4;51;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.32;;;Journal;Katedra;;;KAT-JRNL-0472;;;1. vydání;2004;IEEE Computer Society;USA;0360-8581;1,3,4;32;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part C (Applications and Reviews),Vol. 34;;;Journal;Katedra;;;KAT-JRNL-0473;;;1. vydání;2004;IEEE Computer Society;USA;1094-6977;1,4;34;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 34;;;Journal;Katedra;;;KAT-JRNL-0474;;;1. vydání;2004;IEEE Computer Society;USA;1083-4419;5,6;34;;;;;;VOLNÁ;;;;;;;;;;
Design & Test of Computers;;;Journal;Katedra;;;KAT-JRNL-0475;;;1. vydání;2004;IEEE Computer Society;USA;0740-7475;3;21;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.23;;;Journal;Katedra;660593;251564;KAT-JRNL-0476;660780-250;;1. vydání;2004;Slovak Academic Press;SR;1335-9150;1,2,3,4,5-6;23;;;;;;VOLNÁ;;;;;;;;;;
Computer Vol.37;;;Journal;Katedra;;;KAT-JRNL-0477;;;;2004;IEEE Computer Society;USA;0018-9162;1,2,3,4,5,6,7,8,9,10,11,12;37;;;;č.9. prof. Mařík;;VOLNÁ;;;;;;;;;;
Automa;;;Journal;Katedra;;;KAT-JRNL-0478;;;1. vydání;2004;FCC Public, s.r.o.;CZ;1210-9592;1,2,3,4,5,6,7,8-9,10,11,12;10;;;;3x;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.154;;;Journal;Katedra;;;KAT-JRNL-0479;;;1. vydání;2004;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;154;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.153;;;Journal;Katedra;;;KAT-JRNL-0480;;;1. vydání;2004;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;153;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.152;;;Journal;Katedra;;;KAT-JRNL-0481;;;1. vydání;2004;Elsevier Science Publishing Co.;Netherlands;0004-3702;1,2;152;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.32;;;Journal;Katedra;597578;260255;KAT-JRNL-0482;597578-100;;1. vydání;2004;Elsevier Science Publishing Co.;Netherlands;0933-3657;1,2,3;32;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.31;;;Journal;Katedra;597578;260254;KAT-JRNL-0483;597578-90;;1. vydání;2004;Elsevier Science Publishing Co.;Netherlands;0933-3657;1,2,3;31;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.30;;;Journal;Katedra;597578;260253;KAT-JRNL-0484;597578-80;;1. vydání;2004;Elsevier Science Publishing Co.;UK;0933-3657;1,2,3;30;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.160;;;Journal;Katedra;;;KAT-JRNL-0485;;;;2004;Elsevier Science Publishing Co.;The Netherlands;0004-3702;;160;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.158;;;Journal;Katedra;;;KAT-JRNL-0486;;;;2004;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;158;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.157;;;Journal;Katedra;;;KAT-JRNL-0487;;;;2004;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;157;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.156;;;Journal;Katedra;;;KAT-JRNL-0488;;;;2004;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;156;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.155;;;Journal;Katedra;;;KAT-JRNL-0489;;;;2004;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.293;;;Journal;Katedra;661025;260244;KAT-JRNL-0490;661025-1670;;;2005;Scientific American;USA;0036-8733;;293;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.292;;;Journal;Katedra;661025;260243;KAT-JRNL-0491;661025-1650;;;2005;Scientific American;USA;0036-8733;;292;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.38;;;Journal;Katedra;661090;260212;KAT-JRNL-0492;661090-480;;;2005;Elsevier Science Publishing Co.;Holandsko;0031-3203;1,2,3,4,5,6,7,8,9,10;38;;82057,50 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.41;;;Journal;Katedra;660707;260192;KAT-JRNL-0493;660707-750;;1. vydání;2005;ÚTIA, Praha;ČR;0023-5954;1,2,3,4,5,6;41;;960 Kč;;1,2,3,4,5,6 2x;;VOLNÁ;;;;;;;;;;
International Journal of Medical Informatics Vol.74;;;Journal;Katedra;;;KAT-JRNL-0494;;;1. vydání;2005;Elsevier Science Publishing Co.;Holandsko;1386-5056;1,2-4;74;;;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.29;;;Journal;Katedra;;;KAT-JRNL-0495;;;;2005;The Slovene Society Informatika,Ljubljana;Slovinsko;0350-5596;1,2,4;29;;;;;;VOLNÁ;;;;;;;;;;
IEEE Transactions on Information Technology in Biomedicine Vol.9;;;Journal;Katedra;;;KAT-JRNL-0496;;;1. vydání;2005;IEEE Computer Society;USA;1089-7771;1,2,3,4;9;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.35;;;Journal;Katedra;;;KAT-JRNL-0497;;;;2005;IEEE Computer Society;USA;1083-4427;1,2,3,4,5,6;35;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part C (Applications and Reviews),Vol. 35;;;Journal;Katedra;;;KAT-JRNL-0498;;;1. vydání;2005;IEEE Computer Society;USA;1094-6977;2x3ks, 3,4x5ks;35;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 36;;;Journal;Katedra;;;KAT-JRNL-0499;;;;2005;IEEE Computer Society;USA;1083-4419;;36;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 35;;;Journal;Katedra;;;KAT-JRNL-0500;;;;2005;IEEE Computer Society;USA;1083-4419;2,3,6;35;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.42;;;Journal;Katedra;;;KAT-JRNL-0501;;;;2005;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1,2,3,4,5,6,7,8,9,10,11;42;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pervasive Computing Mobile and Ubiquitous System Vol.4;;;Journal;Katedra;;;KAT-JRNL-0502;;;;2005;IEEE Computer Society;USA;1536-1268;1,2,3,4;4;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.27, sada 1;;;Journal;Katedra;;;KAT-JRNL-0503;;;;2005;IEEE Computer Society;USA;0162-8828;2,3,4,5,6,7,8,10,11,12;27;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks,Vol. 16;;;Journal;Katedra;;;KAT-JRNL-0504;;;;2005;IEEE Computer Society;USA;1045-9227;1,2,3,4;16;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineering Vol.17;;;Journal;Katedra;;;KAT-JRNL-0505;;;;2005;IEEE Computer Society;USA;1041-4347;1,2,3,4,5,6,7,8,10,11,12;17;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.09;;;Journal;Katedra;;;KAT-JRNL-0506;;;1. vydání;2005;IEEE Computer Society;USA;1089-7801;1,2,3,4,5,6;9;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.20;;;Journal;Katedra;;;KAT-JRNL-0507;;;1. vydání;2005;IEEE Computer Society;USA;1541-1672;1,2,3,5,6;20;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.9;;;Journal;Katedra;;;KAT-JRNL-0508;;;;2005;IEEE Computer Society;USA;1089-778X;1,2,3,4,5,6;9;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering in Medicine and Biology Vol.24;;;Journal;Katedra;;;KAT-JRNL-0509;;;;2005;IEEE Computer Society;USA;0739-5175;1,2,3,5,6;24;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.52;;;Journal;Katedra;;;KAT-JRNL-0510;;;;2005;IEEE Computer Society;USA;0018-9391;1,2,3,4;52;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.33;;;Journal;Katedra;;;KAT-JRNL-0511;;;1. vydání;2005;IEEE Computer Society;USA;0360-8581;1,3,4;33;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Biomedical Engineering Vol.52;;;Journal;Katedra;;;KAT-JRNL-0512;;;;2005;IEEE Computer Society;USA;0018-9294;2,3,4,5,6,7,8,9,10,12;52;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.24;;;Journal;Katedra;660593;261953;KAT-JRNL-0513;660593-340;;;2005;Slovak Academic Press;SR;1335-9150;1,2,3,4,5,6;24;;;;;;VOLNÁ;;;;;;;;;;
Computer Vol.38;;;Journal;Katedra;;;KAT-JRNL-0514;;;;2005;IEEE Computer Society;USA;0018-9162;1,2,3,4,5,6,7,8,10,11,12;38;;;;;;VOLNÁ;;;;;;;;;;
Click! - roč. 16;;;Journal;Katedra;660831;260182;KAT-JRNL-0515;660831-2990;;;2005;Softwarové noviny,spol. s r.o.,Praha;CZ;1801-2345;1,2,3,4,5,6,7,8,9,10,11,12;16;;600 Kč;;;;VOLNÁ;;;;;;;;;;
Automa;;;Journal;Katedra;;;KAT-JRNL-0516;;;;2005;FCC Public, s.r.o.;CZ;1210-9592;1, 2, 3, 4, 5,6,7,8-9,10,11,12;11;;;;3x;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.169;;;Journal;Katedra;;;KAT-JRNL-0517;;;;2005;Elsevier Science Publishing Co.;Holandsko;004-3702;1,2;169;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.168;;;Journal;Katedra;;;KAT-JRNL-0518;;;;2005;Elsevier Science Publishing Co.;Holandsko;0004-3702;1-2;168;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.167;;;Journal;Katedra;;;KAT-JRNL-0519;;;;2005;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;167;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.166;;;Journal;Katedra;;;KAT-JRNL-0520;;;;2005;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;166;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.165;;;Journal;Katedra;;;KAT-JRNL-0521;;;1. vydání;2005;Elsevier Science Publishing Co.;Netherlands;0004-3702;2;165;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.164;;;Journal;Katedra;;;KAT-JRNL-0522;;;1. vydání;2005;Elsevier Science Publishing Co.;Netherlands;0004-3702;1-2;164;;;;;;VOLNÁ;;;;;;;;;;
